Well ID,Avg Pump Difference,Area,Lateral Length,Fluid System,TVD,Development Strategy,DELAYED,BOUND_CODE,CODEV_POSITION,CODEV_FORMATION_POSITION,PARENT_CODEV_1050_WELL_COUNT,PARENT_IN_ZONE_MIN_HYPOT,PARENT_OUT_ZONE_MIN_HYPOT,PARENT_IN_ZONE_MIN_MAP_DIST,PARENT_OUT_ZONE_MIN_MAP_DIST,PARENT_1050_AVG_WELL_AGE,PARENT_1050_MEDIAN_WELL_AGE,PARENT_1050_WELL_COUNT,PARENT_3000_AVG_HYPOT_DIST,PARENT_3000_AVG_MAP_DIST,PARENT_3000_AVG_TVD_DIST,PARENT_3000_AVG_WELL_AGE,PARENT_3000_MEDIAN_WELL_AGE,PARENT_3000_WELL_COUNT,CODEV_IN_ZONE_MIN_HYPOT,CODEV_OUT_ZONE_MIN_HYPOT,CODEV_IN_ZONE_MIN_MAP_DIST,CODEV_1050_WELL_COUNT,CODEV_3000_AVG_HYPOT_DIST,CODEV_3000_AVG_MAP_DIST,CODEV_3000_AVG_TVD_DIST,CODEV_3000_AVG_WELL_AGE,CODEV_3000_MEDIAN_WELL_AGE,CODEV_3000_WELL_COUNT,Pressure Gradient (psi/ft) new,Soak Time,Avg Open Pressure,SD Open Pressure,Avg Close Pressure,SD Close Pressure
210,13.57,Grand Teton,15800,Williams,8355,Dr Pepper,0,10100001,Edge,Edge,1,,2205,,2188,,,0,2432,2299,697,3022,2979,3,1411,260,1411,1,1047,954,174,0.7,1,3,0.5194272,139,3062.199077,346,2622.471528,678.2
213,30.62,Grand Teton,15700,Williams,8375,Orange Crush,1,10101001,Edge,Edge,3,,830,,777,2882,2882,2,1912,1708,742,3029,2979,8,1411,261,1411,1,1050,954,187,0.7,1,3,0.512809254,217,2714.593621,245.5,2578.192266,901.9
214,0.54,Great Basin,10400,Williams,10040,Coke,1,11111000,Edge,Edge,1,,984,,21,4936,4936,1,2354,1458,1693,3416,2704.5,24,1437,,1437,0,1441,1441,16,0,0,1,0.638137019,73,2909.625279,172,1749.014082,208.3
215,6.73,Petrified Forest,9800,Williams,8340,Sprite,1,10001111,Edge,Edge,3,,1178,,243,,,0,2188,1788,1125,4658,4791,8,561,290,561,3,812,743,216,-1,-1,4,0.551270714,290,2789.780893,121.6,2643.175606,397.6
216,9.69,Petrified Forest,9800,Williams,8340,Sprite,1,10001111,Edge,Edge,3,,1178,,243,,,0,2188,1788,1125,4658,4791,8,561,290,561,3,812,743,216,-1,-1,4,0.550057558,353,2758.72444,138.4,2515.777676,424.6
217,5.94,Petrified Forest,9700,Williams,8340,Sprite,1,10001111,Edge,Edge,3,,1178,,243,,,0,2188,1788,1125,4658,4791,8,561,290,561,3,812,743,216,-1,-1,4,0.551594496,414,2721.171681,108,2383.70354,608.6
218,23.36,Acadia,10300,Campbell,10415,Coke,1,11100000,Edge,Edge,2,,980,,50,1764,1764,2,2071,1242,1483,1840,1764,12,1455,,1455,0,1490,1490,4,0,0,1,0.590354319,47,2801.394921,177.8,2238.400192,381.4
219,-1.54,Guadalupe Mountains,15400,Campbell,8480,Orange Crush,1,11110111,Middle,Edge,6,2618,508,2618,6,4002,4001.5,4,2141,1997,523,2559,1966,15,1297,305,1297,2,995,798,393,1.2,1,5,0.558825852,109,3102.335321,216.1,2510.022085,617.1
220,,Guadalupe Mountains,15400,Williams,8160,Coke,1,10001000,Edge,Edge,2,616,2458,610,2424,1025,1025,1,1870,1864,113,790,1025,7,569,,569,1,1601,1601,44,5,5,4,0.55975494,150,3117.687957,191.3,2687.512197,559.3
221,71.19,Acadia,10300,Campbell,10415,Coke,1,11100000,Edge,Edge,2,,980,,50,1764,1764,2,2071,1242,1483,1840,1764,12,1455,,1455,0,1490,1490,4,0,0,1,0.569098586,114,2720.473551,168.1,2288.421185,451.1
222,-9.64,Guadalupe Mountains,15400,Campbell,9115,Orange Crush,1,11111100,Middle,Edge,5,1454,151,1453,86,6575,6572,4,1933,1800,503,3077,1646.5,22,1040,1267,1040,1,1377,922,776,0.3,0.5,4,0.562170569,164,3281.536437,169,2623.257599,487.7
223,19.15,Arches,12800,Campbell,10570,Coke,1,11111000,Edge,Edge,1,1122,1232,1122,268,,,0,2174,1467,1445,3186,3359.5,26,1000,,1000,1,1500,1500,29,-0.5,-0.5,2,0.512544035,407,2574.941516,158,2112.50304,591.8
224,25.99,Arches,12800,Campbell,10545,Coke,1,11111000,Middle,Middle,2,2122,1096,2121,76,,,0,2308,1535,1546,2956,3358,27,1000,,1000,2,1000,1000,17,-0.5,-0.5,2,0.509913306,502,2573.080854,156.5,2105.910088,766
225,46.45,Canyonlands,10300,Williams,8335,Mountain Dew,0,10001001,Middle,Middle,2,2746,2418,2746,2412,,,0,2678,2607,432,732,700.5,4,562,1384,562,2,1556,1556,21,7.1,16,7,0.524243429,65,2110.786949,166.4,903.0374375,365.2
226,31.5,Canyonlands,10300,Williams,8335,Mountain Dew,0,10001001,Middle,Middle,2,2746,2418,2746,2412,,,0,2678,2607,432,732,700.5,4,562,1384,562,2,1556,1556,21,7.1,16,7,0.530247589,60,1900.924155,183.4,945.3021316,577.4
227,19.06,Arches,12800,Campbell,10545,Coke,1,11111000,Middle,Middle,2,2122,1096,2121,76,,,0,2308,1535,1546,2956,3358,27,1000,,1000,2,1000,1000,17,-0.5,-0.5,2,0.512578649,593,2613.121739,170.7,1950.906656,780.2
228,40.74,Canyonlands,10300,Williams,8335,Mountain Dew,0,10001001,Middle,Middle,2,2746,2418,2746,2412,,,0,2678,2607,432,732,700.5,4,562,1384,562,2,1556,1556,21,7.1,16,7,0.526536657,203,1824.858692,128.6,933.2935975,409
229,3.3,Hot Springs,12600,Campbell,8920,Orange Crush,1,11011000,Edge,Edge,3,1217,936,1217,911,1016,1016,1,1999,1889,556,1134,1019,12,610,852,610,2,746,489,400,2,2,2,0.553714195,43,3015.39506,221.4,2746.547426,565.7
230,3.03,Hot Springs,12600,Campbell,10085,Coke,1,1111000,Edge,Edge,0,,1392,,40,,,0,2467,1462,1809,2132,1860,23,1508,,1508,0,1644,1644,1,0,0,1,0.553825062,49,3041.303786,222.1,2686.28778,622.1
231,24.55,Hot Springs,12800,Campbell,8920,Orange Crush,1,11011000,Edge,Edge,3,1217,936,1217,911,1016,1016,1,1999,1889,556,1134,1019,12,610,852,610,2,746,489,400,2,2,2,0.544886397,35,2899.708788,183.6,2551.451781,409.3
232,-3.38,Mount Rainier,10800,Campbell,10350,Coke,1,11111000,Middle,Edge,5,1522,600,1522,127,2620,2620,4,2136,1636,1181,2563,2080,33,1023,2084,1023,1,1962,819,1571,-34,-45,4,0.528092002,468,3064.850396,431,2571.955575,691
233,22.51,Mount Rainier,10800,Campbell,,Coke,1,11111001,Edge,Edge,3,2854,585,2385,45,2211,2211,3,2151,1572,1304,2257,2037,47,1492,,1492,0,1492,1492,11,0,0,1,0.520048796,47,3127.017699,501.5,2588.417661,520.7
234,23.13,Mount Rainier,10800,Campbell,10365,Coke,1,11111000,Edge,Edge,4,,598,,3,2214,2214.5,4,2229,1633,1319,1892,2037,37,1492,,1492,0,1492,1492,11,0,0,1,0.517761364,571,3105.356922,221.4,2433.504802,687.4
235,30.18,Badlands,15800,Campbell,9065,Mountain Dew,1,10011101,Edge,Edge,3,1059,181,1042,88,4614,4614,1,1730,1684,281,3607,3968,9,576,1032,565,2,1382,1323,224,-1,-1,4,0.508810297,62,2794.958161,320.2,1831.250796,611.9
236,,Badlands,15800,Campbell,8815,Orange Crush,1,10111000,Edge,Edge,3,1202,906,1201,879,3612,3612,1,1872,1833,299,3124,3208,13,,491,,2,836,76,831,0.7,1,3,0.520791318,162,2930.910773,147.3,1765.68711,284.4
237,2.1,Badlands,15800,Williams,8815,Orange Crush,1,10111000,Edge,Edge,3,1202,906,1201,879,3612,3612,1,1872,1833,299,3124,3208,13,,491,,2,836,76,831,0.7,1,3,0.519620935,316,3049.659077,287.7,1778.518946,532
238,-4.9,Glacier,10400,Campbell,8480,Orange Crush,1,11111111,Middle,Edge,5,765,469,765,424,1576,1576,3,1913,1878,268,2678,2936,15,651,540,651,2,1456,942,909,14.1,2,9,0.56397171,44,2901.724733,183.4,3079.070489,1036.7
239,35.91,Glacier,10300,Young,8480,Orange Crush,1,11111111,Middle,Edge,5,765,469,765,424,1576,1576,3,1913,1878,268,2678,2936,15,651,540,651,2,1456,942,909,14.1,2,9,0.544779338,45,3020.245094,203.8,2234.940362,578.3
240,34.82,Glacier,10300,Young,8480,Orange Crush,1,11111111,Middle,Edge,5,765,469,765,424,1576,1576,3,1913,1878,268,2678,2936,15,651,540,651,2,1456,942,909,14.1,2,9,0.547460172,121,2711.988942,251.2,2767.440439,586
241,13.46,Denali,13000,Williams,8275,Mountain Dew,0,1110,Edge,Edge,2,,,,,,,0,,,,,,0,846,581,846,2,1317,1180,291,3.5,3.5,6,0.550263215,519,2576.26137,535.1,1012.064833,315.1
242,13.66,North Cascades,10100,Campbell,9945,Coke,1,11111000,Edge,Edge,1,1633,1276,1633,162,,,0,2736,1734,1773,3229,4293,19,1016,,1016,1,1016,1016,9,0,0,1,0.551107734,40,2789.521162,450,2937.843594,854.9
243,5.26,Badlands,12900,Campbell,8595,Pepsi,0,11011000,Middle,Middle,4,1946,1968,1946,1949,,,0,2335,2316,228,2560,2707,7,648,586,648,4,893,791,297,-4.6,-8,5,0.565343624,36,2970.475952,171.1,984.4393228,590.6
244,14.4,Denali,13000,Williams,8275,Mountain Dew,0,1110,Edge,Edge,2,,,,,,,0,,,,,,0,846,581,846,2,1317,1180,291,3.5,3.5,6,0.557698293,57,2597.085479,164.7,1325.000416,953.5
245,30.9,North Cascades,10100,Campbell,9790,Coke,1,1111000,Edge,Edge,0,2749,1471,2749,9,,,0,2443,1679,1542,1392,1307,12,1906,3549,1905,0,2788,2468,1032,-28.5,-28.5,2,0.544007427,104,2591.577861,423,2666.980485,982.7
246,16.36,Badlands,13000,Campbell,9065,Mountain Dew,1,10011101,Edge,Edge,3,1059,181,1042,88,4614,4614,1,1730,1684,281,3607,3968,9,576,1032,565,2,1382,1323,224,-1,-1,4,0.560683247,118,2817.625625,278.8,2045.152982,1330.4
247,14.04,Badlands,12700,Campbell,8410,Mountain Dew,1,10001101,Edge,Edge,3,1205,770,1204,546,4681,4681,1,1729,1668,335,4561,4681,9,1000,611,1000,2,806,750,176,1,1,2,0.558569017,189,2700.095806,179.2,2485.147003,1010.9
248,3.82,North Cascades,10100,Campbell,9945,Coke,1,11111000,Edge,Edge,1,1633,1276,1633,162,,,0,2736,1734,1773,3229,4293,19,1016,,1016,1,1016,1016,9,0,0,1,0.555160345,237,2876.678038,293.9,2559.673921,907.2
249,24.77,Great Basin,12600,Young,10565,Coke,1,11111000,Edge,Edge,1,768,1182,768,1,1014,1014,1,2423,1458,1723,5390,5779,28,1732,,1732,0,2198,2198,16,-20,-20,2,0.52886577,158,2617.333459,184.1,1913.749196,580.7
250,30.9,Great Basin,12700,Campbell,10565,Coke,1,11111000,Edge,Edge,1,768,1182,768,1,1014,1014,1,2423,1458,1723,5390,5779,28,1732,,1732,0,2198,2198,16,-20,-20,2,0.526422733,151,2585.380385,159.3,1319.029465,451.6
251,32.79,Great Basin,12700,Campbell,10565,Coke,1,11111000,Edge,Edge,1,768,1182,768,1,1014,1014,1,2423,1458,1723,5390,5779,28,1732,,1732,0,2198,2198,16,-20,-20,2,0.525669496,225,2623.4198,116,1695.386333,536.6
252,3.9,Sequoia,10000,Campbell,8450,Orange Crush,0,11000001,Edge,Edge,3,2481,2663,2481,2657,,,0,2708,2690,256,2472,2472,3,651,480,651,3,1161,1050,352,0.7,1,7,0.528055601,52,2739.891112,227.4,2319.774475,475.8
253,-12.43,Sequoia,10300,Campbell,8450,Orange Crush,0,11000001,Edge,Edge,3,2481,2663,2481,2657,,,0,2708,2690,256,2472,2472,3,651,480,651,3,1161,1050,352,0.7,1,7,0.532353541,47,2931.53319,264,2805.079207,461.8
254,22.47,Sequoia,10200,Williams,8450,Orange Crush,0,11000001,Edge,Edge,3,2481,2663,2481,2657,,,0,2708,2690,256,2472,2472,3,651,480,651,3,1161,1050,352,0.7,1,7,0.520780505,121,2747.544833,154.9,2214.142524,481.8
255,-7.45,Kings Canyon,7600,Campbell,,Orange Crush,1,11111000,Middle,Edge,5,1012,1268,1012,3,1308,1308,1,2254,2003,746,1425,1317.5,20,713,351,713,4,1699,1382,725,-14.6,-22.5,18,0.483027875,49,3006.098045,257.1,2805.181939,524.9
256,-5.57,Kings Canyon,7600,Campbell,9495,Orange Crush,1,11101001,Edge,Edge,6,892,669,888,632,1997,1996.5,2,1947,1923,219,1706,1996.5,8,864,340,864,4,1389,1137,602,0.9,1.5,14,0.482359784,113,3124.461324,167.3,2995.954375,456.3
257,30.95,Grand Canyon,10100,Williams,8350,Orange Crush,0,11001000,Edge,Edge,3,1348,1736,1348,1684,,,0,2168,2142,204,2248,1786,9,650,629,650,3,695,519,313,0.7,1,3,0.558724894,282,2626.5012,230,2511.856437,627.9
258,-4.01,Great Smoky Mountains,15100,Campbell,8470,Orange Crush,1,11011001,Edge,Edge,5,1012,612,999,579,2019,2019,3,1856,1817,268,1456,2003.5,12,,482,,2,542,291,452,1,1,2,0.523538231,230,2749.20177,188,2586.205618,500.2
259,35.36,Grand Canyon,10100,Williams,8350,Orange Crush,0,11001000,Edge,Edge,3,1348,1736,1348,1684,,,0,2168,2142,204,2248,1786,9,650,629,650,3,695,519,313,0.7,1,3,0.556859425,367,2528.183455,221,2720.054521,494.4
260,5.7,Great Smoky Mountains,15300,Campbell,8470,Orange Crush,1,11011001,Edge,Edge,5,1012,612,999,579,2019,2019,3,1856,1817,268,1456,2003.5,12,,482,,2,542,291,452,1,1,2,0.51916722,49,2582.789304,164.5,2392.027272,450.1
261,13.8,Great Smoky Mountains,15600,Campbell,8470,Orange Crush,1,11011001,Edge,Edge,5,1012,612,999,579,2019,2019,3,1856,1817,268,1456,2003.5,12,,482,,2,542,291,452,1,1,2,0.516043157,49,2790.013067,136.4,2428.815475,441.3
262,44.56,Lake Clark,13600,Williams,8390,Mountain Dew,0,10001101,Middle,Middle,4,,,,,,,0,,,,,,0,843,657,843,4,1512,1433,316,1.2,1,10,0.500457436,50,2217.049211,244.6,2051.099384,657.7
263,35.84,Lake Clark,13200,Williams,8810,Mountain Dew,0,10001101,Middle,Middle,4,1781,1587,1778,1491,,,0,2300,2250,295,1923,1481.5,12,666,682,666,4,851,706,343,0,0,5,0.498732522,317,2379.743894,176.5,2201.34,589.4
264,44.16,Lake Clark,13600,Williams,8870,Mountain Dew,0,1110,Middle,Edge,3,2780,2486,2779,2471,,,0,2629,2606,276,1997,2000,3,858,541,858,3,1024,870,318,-1.2,-1,5,0.500610571,116,2269.023278,235.8,2197.135437,648.6
265,,Lake Clark,13200,Williams,8810,Mountain Dew,0,10001101,Middle,Middle,4,1781,1587,1778,1491,,,0,2300,2250,295,1923,1481.5,12,666,682,666,4,851,706,343,0,0,5,0.497489429,420,2216.00828,205.1,1544.676122,741
266,-7.58,Acadia,10300,Campbell,9475,Orange Crush,0,111000,Edge,Edge,3,,,,,,,0,,,,,,0,787,411,787,3,1263,858,689,-1.4,-1.5,10,0.60044287,41,3380.159177,236.4,2756.549842,289.7
267,1.84,Acadia,10300,Campbell,8160,Coke,1,10001000,Edge,Edge,2,616,2458,610,2424,1025,1025,1,1870,1864,113,790,1025,7,569,,569,1,1601,1601,44,5,5,4,0.596281978,37,3426.887418,225.7,2834.186764,247.1
268,24.22,Lake Clark,13600,Williams,8870,Mountain Dew,0,1110,Middle,Edge,3,2780,2486,2779,2471,,,0,2629,2606,276,1997,2000,3,858,541,858,3,1024,870,318,-1.2,-1,5,0.508244392,271,2276.248295,262.4,996.2498269,617.7
269,27.43,Great Basin,12600,Campbell,9185,Orange Crush,1,11011101,Edge,Edge,4,1325,956,1286,237,2821,2821,2,1981,1681,773,4290,3262,21,1000,593,1000,2,796,750,169,1,1,2,0.521181337,309,2690.113975,146.1,1538.691204,446
270,4.31,Mount Rainier,8100,Campbell,8970,Orange Crush,1,10111111,Edge,Edge,8,619,596,614,5,3843,5016,6,1867,1756,452,3443,3998.5,36,,432,,2,1252,658,951,-19.8,-20,4,0.555684381,227,2910.095806,148.8,2736.134359,598.6
271,0.37,Mount Rainier,7800,Campbell,8920,Orange Crush,1,11111111,Edge,Edge,7,1086,420,1085,44,3514,1961,7,1784,1565,616,3171,2619,34,1206,,1206,0,1618,1618,14,-0.5,-0.5,2,0.556269245,54,3200.823486,183.1,2704.069504,759
272,4.33,Mount Rainier,7900,Campbell,8910,Orange Crush,1,11111111,Middle,Middle,8,1401,250,1401,5,4111,5532,7,1775,1568,590,3277,3263,32,823,,823,1,1015,1015,8,-0.5,-0.5,2,0.55463923,44,3337.386903,198.4,2630.823009,574
273,27.8,Great Basin,12700,Campbell,10575,Coke,1,11111000,Edge,Edge,1,1018,1275,1018,1,2460,2460,1,2491,1542,1723,3824,3895,21,1763,,1763,0,1791,1791,23,0,0,1,0.521035728,390,2693.826949,278.7,1628.125764,714.8
274,82.85,Great Basin,12600,Campbell,10575,Coke,1,11111000,Edge,Edge,1,1018,1275,1018,1,2460,2460,1,2491,1542,1723,3824,3895,21,1763,,1763,0,1791,1791,23,0,0,1,0.499371573,473,2460.5397,117.1,1571.429111,635.9
275,1.49,Yellowstone,13600,Campbell,8530,Orange Crush,1,11001101,Edge,Edge,3,,863,,266,1528,1528,1,1882,1681,730,2045,2238,7,840,708,840,2,1182,1067,308,1.5,1.5,4,0.546975982,67,2401.098446,392.5,1218.33913,326.8
276,5.31,Yellowstone,13500,Campbell,8530,Orange Crush,1,11001101,Edge,Edge,3,,863,,266,1528,1528,1,1882,1681,730,2045,2238,7,840,708,840,2,1182,1067,308,1.5,1.5,4,0.54542858,168,2770.815544,301.7,1507.649634,499.1
277,8.26,Yellowstone,13600,Campbell,8530,Orange Crush,1,11001101,Edge,Edge,3,,863,,266,1528,1528,1,1882,1681,730,2045,2238,7,840,708,840,2,1182,1067,308,1.5,1.5,4,0.544233598,256,2583.971528,214.6,1561.060485,420.9
278,44.26,Petrified Forest,12600,Campbell,10415,Coke,1,11100000,Edge,Edge,2,,980,,50,1764,1764,2,2071,1242,1483,1840,1764,12,1455,,1455,0,1490,1490,4,0,0,1,0.497453144,204,2090.504617,226.7,2082.40581,451.1
279,24.84,Mount Rainier,9600,Campbell,8885,Orange Crush,1,11101000,Edge,Edge,5,1216,819,1215,785,4267,4267,1,1947,1906,320,4366,4272,7,725,538,725,4,825,492,535,1,1,5,0.557633447,48,2780.694513,244.6,1882.284217,994.1
280,62.9,Petrified Forest,10300,Williams,10415,Coke,1,11100000,Edge,Edge,2,,980,,50,1764,1764,2,2071,1242,1483,1840,1764,12,1455,,1455,0,1490,1490,4,0,0,1,0.493733708,56,2241.767857,285.3,2155.205518,676.6
281,64.22,Petrified Forest,12800,Williams,10415,Coke,1,11100000,Edge,Edge,2,,980,,50,1764,1764,2,2071,1242,1483,1840,1764,12,1455,,1455,0,1490,1490,4,0,0,1,0.489859281,301,1975.04237,160.3,1654.048903,751.2
282,31.71,Petrified Forest,10200,Williams,10415,Coke,1,11100000,Edge,Edge,2,,980,,50,1764,1764,2,2071,1242,1483,1840,1764,12,1455,,1455,0,1490,1490,4,0,0,1,0.505681674,133,2395.528511,288.3,2422.351828,376.5
283,40.34,Petrified Forest,10200,Williams,10415,Coke,1,11100000,Edge,Edge,2,,980,,50,1764,1764,2,2071,1242,1483,1840,1764,12,1455,,1455,0,1490,1490,4,0,0,1,0.502375776,189,2302.56621,455.2,2319.878738,830.1
284,67.53,Petrified Forest,12700,Williams,10415,Coke,1,11100000,Edge,Edge,2,,980,,50,1764,1764,2,2071,1242,1483,1840,1764,12,1455,,1455,0,1490,1490,4,0,0,1,0.488599978,386,1997.994967,181.4,1929.637368,497.4
285,4.13,Kings Canyon,15300,Williams,8800,Mountain Dew,0,10001111,Middle,Middle,5,1594,1654,1593,1600,,,0,2279,2224,327,1983,2323,11,856,505,856,5,806,646,305,0,0,5,0.573803395,247,2541.351643,450.3,2025.777345,564.9
286,16.7,Kings Canyon,15300,Campbell,8800,Mountain Dew,0,10001111,Middle,Middle,5,1594,1654,1593,1600,,,0,2279,2224,327,1983,2323,11,856,505,856,5,806,646,305,0,0,5,0.568451351,43,2945.96484,294.8,2364.788103,639.6
287,45.82,Kings Canyon,15300,Williams,8800,Mountain Dew,0,10001111,Middle,Middle,5,1594,1654,1593,1600,,,0,2279,2224,327,1983,2323,11,856,505,856,5,806,646,305,0,0,5,0.556052662,346,2420.850104,453.7,2450.138653,390.2
288,21.19,Great Basin,13000,Campbell,10255,Coke,1,11111000,Edge,Edge,2,772,1000,772,0,4252,4251.5,2,2366,1481,1624,3652,1914,27,1748,,1748,0,1748,1748,24,0,0,1,0.555890747,75,2848.074967,169.7,2566.20147,701
289,6.93,Everglades,10300,Campbell,8280,Orange Crush,1,10011111,Edge,Edge,5,938,603,938,48,2850,3581,3,2038,1668,904,3018,3579,23,708,684,708,2,1546,1512,230,-2.8,-1,6,0.513621806,205,2680.928249,213,2614.600416,641.7
290,-11.64,Great Basin,13000,Campbell,10255,Coke,1,11111000,Edge,Edge,2,772,1000,772,0,4252,4251.5,2,2366,1481,1624,3652,1914,27,1748,,1748,0,1748,1748,24,0,0,1,0.569606335,156,2965.636783,156.3,2945.865871,428.1
291,89.05,Everglades,10300,Campbell,9180,Orange Crush,1,11011111,Edge,Edge,6,595,380,593,7,5296,6395,5,1940,1733,687,2628,1999,33,,857,,1,867,234,835,0,0,1,0.480995633,67,2426.467749,210.1,2079.290404,559
292,71.44,Great Basin,11800,Campbell,8490,Orange Crush,1,11111111,Middle,Middle,8,1801,503,1801,0,5251,5251.5,6,1776,1517,650,3025,3201,26,820,,820,2,1124,1124,9,0.7,1,3,0.534897499,252,2531.114675,151.8,2224.430535,662
293,27.28,Everglades,10300,Campbell,10295,Coke,1,1111000,Edge,Edge,1,1665,1137,1665,6,,,0,2171,1615,1223,3628,3805.5,18,818,,818,1,829,829,0,0,0,1,0.505849813,302,2616.979761,237.4,2395.782663,479.6
294,44.92,Everglades,10300,Campbell,8250,Orange Crush,1,11011111,Middle,Middle,8,2579,669,2578,0,3582,3582,3,2026,1591,977,3204,3581,19,846,462,846,5,1543,1481,276,4.7,2,12,0.499112812,369,2526.315152,270.9,2494.963763,565.2
295,35.52,Everglades,10300,Williams,9180,Orange Crush,1,11011111,Edge,Edge,6,595,380,593,7,5296,6395,5,1940,1733,687,2628,1999,33,,857,,1,867,234,835,0,0,1,0.501386052,222,2580.918415,223.8,2395.248211,661.3
296,53.86,Sequoia,7600,Williams,8450,Orange Crush,0,11000001,Edge,Edge,3,2481,2663,2481,2657,,,0,2708,2690,256,2472,2472,3,651,480,651,3,1161,1050,352,0.7,1,7,0.522166364,90,2489.949673,208.8,2536.835745,607.4
297,22.48,Canyonlands,15400,Campbell,8335,Mountain Dew,0,10001001,Middle,Middle,2,2746,2418,2746,2412,,,0,2678,2607,432,732,700.5,4,562,1384,562,2,1556,1556,21,7.1,16,7,0.530085303,81,2189.009027,269,1269.687988,629.7
298,35.46,Canyonlands,15400,Campbell,8335,Mountain Dew,0,10001001,Middle,Middle,2,2746,2418,2746,2412,,,0,2678,2607,432,732,700.5,4,562,1384,562,2,1556,1556,21,7.1,16,7,0.524909284,180,1971.769373,282,845.3371297,408.2
299,18.04,Canyonlands,15400,Campbell,8335,Mountain Dew,0,10001001,Middle,Middle,2,2746,2418,2746,2412,,,0,2678,2607,432,732,700.5,4,562,1384,562,2,1556,1556,21,7.1,16,7,0.531855836,268,2068.565102,280.1,695.83793,299.4
300,-4.78,Petrified Forest,15100,Campbell,8445,Mountain Dew,0,10001101,Middle,Middle,4,,,,,,,0,,,,,,0,810,602,810,4,821,694,308,0,0,5,0.49136987,66,2436.730435,222.2,1899.344348,637.9
301,48.35,Petrified Forest,15200,Williams,8440,Mountain Dew,0,10000001,Edge,Edge,2,,,,,,,0,,,,,,0,852,678,852,2,1311,1233,314,1.2,1,5,0.470620779,63,2457.795237,288.6,1992.997284,962.8
302,58.35,Petrified Forest,15000,Williams,8445,Mountain Dew,0,10001101,Middle,Middle,4,,,,,,,0,,,,,,0,810,602,810,4,821,694,308,0,0,5,0.468503159,159,2241.876345,227.7,1698.000908,563.6
303,40.1,Petrified Forest,15000,Williams,8440,Mountain Dew,0,10000001,Edge,Edge,2,,,,,,,0,,,,,,0,852,678,852,2,1311,1233,314,1.2,1,5,0.47359954,140,2386.939138,200.7,2288.120062,523.7
304,15.32,Petrified Forest,15000,Williams,8445,Mountain Dew,0,10001101,Middle,Middle,4,,,,,,,0,,,,,,0,810,602,810,4,821,694,308,0,0,5,0.484089323,267,2540.766233,230,1784.032197,669.1
305,6.63,Sequoia,15600,Campbell,8450,Orange Crush,0,11000001,Edge,Edge,3,2481,2663,2481,2657,,,0,2708,2690,256,2472,2472,3,651,480,651,3,1161,1050,352,0.7,1,7,0.528331752,62,3037.413451,141.2,2887.576283,652.3
306,55,Mount Rainier,16600,Williams,9465,Orange Crush,1,11111001,Edge,Edge,6,1066,811,1064,241,1333,1333,2,2027,1845,583,1450,1342.5,20,800,351,800,4,1555,1329,631,12.9,22,15,0.527794988,189,3085.054913,231.1,2688.717968,386.9
307,50.44,Petrified Forest,15100,Williams,8440,Mountain Dew,0,10000001,Edge,Edge,2,,,,,,,0,,,,,,0,852,678,852,2,1311,1233,314,1.2,1,5,0.469866159,288,2417.846164,201.5,1946.511574,613.9
308,69.27,Mount Rainier,16600,Campbell,9465,Orange Crush,1,11111001,Edge,Edge,6,1066,811,1064,241,1333,1333,2,2027,1845,583,1450,1342.5,20,800,351,800,4,1555,1329,631,12.9,22,15,0.520210586,130,2939.106995,246,2116.195991,529.5
309,14.12,Mount Rainier,16500,Williams,9465,Orange Crush,1,11111001,Edge,Edge,6,1066,811,1064,241,1333,1333,2,2027,1845,583,1450,1342.5,20,800,351,800,4,1555,1329,631,12.9,22,15,0.542580394,272,3243.973159,362.3,2269.934221,700.8
310,49.09,Big Bend,10300,Campbell,10040,Coke,1,11111101,Middle,Middle,2,1468,955,534,191,3960,3960,1,2520,1888,1457,4270,3668.5,24,697,,697,1,1433,1433,12,16.7,25,3,0.567692327,304,2576.607895,172,1669.167595,799.4
311,27.6,Big Bend,10300,Campbell,10025,Coke,1,11111001,Edge,Edge,3,1397,967,159,5,3350,3350,2,2257,1579,1410,3755,3351,20,720,,720,1,1913,1913,15,-16.7,-25,3,0.577057303,420,3564.462932,2145.8,1711.648042,673.1
312,19.7,Big Bend,10300,Campbell,10030,Coke,1,11111011,Middle,Middle,2,1419,945,311,69,3350,3350,1,2221,1546,1405,3966,3643.5,20,720,,720,1,1433,1433,12,-16.7,-25,3,0.580499989,431,2752.443301,194.1,1687.591143,541.1
313,7.44,Acadia,10000,Campbell,8160,Coke,1,10001000,Edge,Edge,2,616,2458,610,2424,1025,1025,1,1870,1864,113,790,1025,7,569,,569,1,1601,1601,44,5,5,4,0.567118068,126,3344.959992,198.1,2437.362986,440.8
314,58.71,Grand Teton,7600,Campbell,10665,Coke,1,11111000,Middle,Edge,2,1012,1197,1011,2,552,552,1,2390,1734,1423,2209,1136,25,866,2267,866,1,2114,889,1595,-27.3,-41,6,0.507677464,49,2601.023124,153.4,2403.99092,784.6
315,39.6,Grand Teton,7800,Campbell,8420,Orange Crush,1,11001111,Middle,Edge,5,2570,770,2570,55,5682,5682,1,2339,1842,1127,3581,4874,23,304,275,304,4,1401,1147,635,-1.5,-1,13,0.51518029,131,2499.870135,149.5,1779.067449,881.3
